Ticker,Date,Variação_%,Tipo_Gap,Dia_Semana,Close,Volume
POMO4,2020-10-12,-4.25,Baixa,Segunda,13.1,169171
POMO4,2020-10-13,-2.74,Baixa,Terça,12.74,124188
POMO4,2020-10-14,0.77,Sem Gap,Quarta,12.84,118677
POMO4,2020-10-15,0.4,Sem Gap,Quinta,12.89,975551
POMO4,2020-10-16,-1.75,Baixa,Sexta,12.67,760795
POMO4,2020-10-17,-3.47,Baixa,Segunda,12.23,837014
POMO4,2020-10-18,2.22,Alta,Segunda,12.5,782550
POMO4,2020-10-19,0.86,Sem Gap,Segunda,12.61,268358
POMO4,2020-10-20,3.04,Alta,Terça,12.99,674031
POMO4,2020-10-21,1.13,Alta,Quarta,13.14,867157
POMO4,2020-10-22,-0.18,Sem Gap,Quinta,13.11,901837
POMO4,2020-10-23,2.59,Alta,Sexta,13.45,315806
POMO4,2020-10-24,1.21,Alta,Segunda,13.62,799346
POMO4,2020-10-25,-1.59,Baixa,Segunda,13.4,743831
POMO4,2020-10-26,-2.8,Baixa,Segunda,13.02,976693
POMO4,2020-10-27,-1.66,Baixa,Terça,12.81,962353
POMO4,2020-10-28,2.05,Alta,Quarta,13.07,222213
POMO4,2020-10-29,3.48,Alta,Quinta,13.52,348727
POMO4,2020-10-30,-1.59,Baixa,Sexta,13.31,569876
POMO4,2020-10-31,3.34,Alta,Segunda,13.75,525331
POMO4,2020-11-01,-0.13,Sem Gap,Segunda,13.74,100260
POMO4,2020-11-02,1.84,Alta,Segunda,13.99,265630
POMO4,2020-11-03,0.74,Sem Gap,Terça,14.09,714814
POMO4,2020-11-04,2.63,Alta,Quarta,14.46,361549
POMO4,2020-11-05,0.93,Sem Gap,Quinta,14.6,680170
POMO4,2020-11-06,0.27,Sem Gap,Sexta,14.64,763763
POMO4,2020-11-07,-2.9,Baixa,Segunda,14.21,796190
POMO4,2020-11-08,-0.16,Sem Gap,Segunda,14.19,933492
POMO4,2020-11-09,-0.21,Sem Gap,Segunda,14.16,626444
POMO4,2020-11-10,3.27,Alta,Terça,14.62,301936
POMO4,2020-11-11,-0.03,Sem Gap,Quarta,14.62,135718
POMO4,2020-11-12,1.85,Alta,Quinta,14.89,254410
POMO4,2020-11-13,0.94,Sem Gap,Sexta,15.03,643637
POMO4,2020-11-14,2.6,Alta,Segunda,15.42,941287
POMO4,2020-11-15,-2.46,Baixa,Segunda,15.04,860272
POMO4,2020-11-16,1.37,Alta,Segunda,15.24,815444
POMO4,2020-11-17,0.23,Sem Gap,Terça,15.28,296485
POMO4,2020-11-18,-0.93,Sem Gap,Quarta,15.14,250455
POMO4,2020-11-19,-0.48,Sem Gap,Quinta,15.06,822533
POMO4,2020-11-20,1.22,Alta,Sexta,15.25,656171
POMO4,2020-11-21,0.17,Sem Gap,Segunda,15.27,530026
POMO4,2020-11-22,0.66,Sem Gap,Segunda,15.38,856477
POMO4,2020-11-23,-2.26,Baixa,Segunda,15.03,813826
POMO4,2020-11-24,0.99,Sem Gap,Terça,15.18,913004
POMO4,2020-11-25,-1.57,Baixa,Quarta,14.94,120015
POMO4,2020-11-26,-0.07,Sem Gap,Quinta,14.93,139657
POMO4,2020-11-27,2.71,Alta,Sexta,15.33,148119
POMO4,2020-11-28,-0.74,Sem Gap,Segunda,15.22,311045
POMO4,2020-11-29,-2.59,Baixa,Segunda,14.82,923311
POMO4,2020-11-30,2.75,Alta,Segunda,15.23,562375
POMO4,2020-12-01,-0.87,Sem Gap,Terça,15.1,481690
POMO4,2020-12-02,-1.61,Baixa,Quarta,14.86,743381
POMO4,2020-12-03,-2.49,Baixa,Quinta,14.49,242011
POMO4,2020-12-04,0.28,Sem Gap,Sexta,14.53,769901
POMO4,2020-12-05,-0.48,Sem Gap,Segunda,14.46,423227
POMO4,2020-12-06,3.12,Alta,Segunda,14.91,639538
POMO4,2020-12-07,-0.16,Sem Gap,Segunda,14.89,166909
POMO4,2020-12-08,-1.76,Baixa,Terça,14.62,336121
POMO4,2020-12-09,0.09,Sem Gap,Quarta,14.64,174364
POMO4,2020-12-10,1.74,Alta,Quinta,14.89,664401
POMO4,2020-12-11,-2.11,Baixa,Sexta,14.58,526731
POMO4,2020-12-12,-0.48,Sem Gap,Segunda,14.51,806729
POMO4,2020-12-13,1.72,Alta,Segunda,14.76,438572
POMO4,2020-12-14,-1.08,Baixa,Segunda,14.6,451837
POMO4,2020-12-15,0.64,Sem Gap,Terça,14.69,568137
POMO4,2020-12-16,-0.81,Sem Gap,Quarta,14.57,341536
POMO4,2020-12-17,-1.22,Baixa,Quinta,14.39,907246
POMO4,2020-12-18,2.38,Alta,Sexta,14.74,905948
POMO4,2020-12-19,-0.75,Sem Gap,Segunda,14.62,704106
POMO4,2020-12-20,0.59,Sem Gap,Segunda,14.71,242806
POMO4,2020-12-21,-3.33,Baixa,Segunda,14.22,780412
POMO4,2020-12-22,3.42,Alta,Terça,14.71,412029
POMO4,2020-12-23,1.95,Alta,Quarta,14.99,902576
POMO4,2020-12-24,2.77,Alta,Quinta,15.41,796132
POMO4,2020-12-25,2.48,Alta,Sexta,15.79,917529
POMO4,2020-12-26,0.2,Sem Gap,Segunda,15.82,682456
POMO4,2020-12-27,-1.86,Baixa,Segunda,15.53,938448
POMO4,2020-12-28,-0.93,Sem Gap,Segunda,15.39,436605
POMO4,2020-12-29,-0.48,Sem Gap,Terça,15.31,671114
POMO4,2020-12-30,2.36,Alta,Quarta,15.67,155421
POMO4,2020-12-31,-1.49,Baixa,Quinta,15.44,880260
POMO4,2021-01-01,-0.8,Sem Gap,Sexta,15.32,941712
POMO4,2021-01-02,2.55,Alta,Segunda,15.71,126618
POMO4,2021-01-03,1.91,Alta,Segunda,16.01,470032
POMO4,2021-01-04,1.97,Alta,Segunda,16.32,683791
POMO4,2021-01-05,-0.18,Sem Gap,Terça,16.29,878768
POMO4,2021-01-06,3.26,Alta,Quarta,16.82,139658
POMO4,2021-01-07,1.3,Alta,Quinta,17.04,273025
POMO4,2021-01-08,0.41,Sem Gap,Sexta,17.11,546858
POMO4,2021-01-09,2.13,Alta,Segunda,17.48,784441
POMO4,2021-01-10,-0.26,Sem Gap,Segunda,17.43,387613
POMO4,2021-01-11,-2.61,Baixa,Segunda,16.98,101705
POMO4,2021-01-12,2.56,Alta,Terça,17.41,767822
POMO4,2021-01-13,0.81,Sem Gap,Quarta,17.55,787628
POMO4,2021-01-14,-1.32,Baixa,Quinta,17.32,678942
POMO4,2021-01-15,-0.78,Sem Gap,Sexta,17.18,696382
POMO4,2021-01-16,1.63,Alta,Segunda,17.46,633592
POMO4,2021-01-17,1.53,Alta,Segunda,17.73,769729
POMO4,2021-01-18,-1.17,Baixa,Segunda,17.52,570042
POMO4,2021-01-19,1.57,Alta,Terça,17.8,135015
POMO4,2021-01-20,-2.78,Baixa,Quarta,17.3,244463
POMO4,2021-01-21,0.21,Sem Gap,Quinta,17.34,256102
POMO4,2021-01-22,1.52,Alta,Sexta,17.6,360274
POMO4,2021-01-23,0.04,Sem Gap,Segunda,17.61,247703
POMO4,2021-01-24,-0.25,Sem Gap,Segunda,17.56,275599
POMO4,2021-01-25,-0.18,Sem Gap,Segunda,17.53,411781
POMO4,2021-01-26,-2.11,Baixa,Terça,17.16,312246
POMO4,2021-01-27,0.82,Sem Gap,Quarta,17.3,851754
POMO4,2021-01-28,1.65,Alta,Quinta,17.59,560268
POMO4,2021-01-29,-2.22,Baixa,Sexta,17.2,806217
POMO4,2021-01-30,-0.53,Sem Gap,Segunda,17.1,275135
POMO4,2021-01-31,-1.4,Baixa,Segunda,16.87,680803
POMO4,2021-02-01,-0.6,Sem Gap,Segunda,16.76,221271
POMO4,2021-02-02,-3.16,Baixa,Terça,16.24,565042
POMO4,2021-02-03,-1.49,Baixa,Quarta,15.99,847165
POMO4,2021-02-04,-1.77,Baixa,Quinta,15.71,526234
POMO4,2021-02-05,3.52,Alta,Sexta,16.26,371075
POMO4,2021-02-06,-0.47,Sem Gap,Segunda,16.19,404353
POMO4,2021-02-07,2.04,Alta,Segunda,16.52,325907
POMO4,2021-02-08,-1.77,Baixa,Segunda,16.22,968347
POMO4,2021-02-09,-0.73,Sem Gap,Terça,16.1,933817
POMO4,2021-02-10,-3.75,Baixa,Quarta,15.5,410183
POMO4,2021-02-11,3.21,Alta,Quinta,16.0,778376
POMO4,2021-02-12,-2.08,Baixa,Sexta,15.67,951342
POMO4,2021-02-13,-1.56,Baixa,Segunda,15.42,326870
POMO4,2021-02-14,-0.06,Sem Gap,Segunda,15.41,871063
POMO4,2021-02-15,-1.76,Baixa,Segunda,15.14,616766
POMO4,2021-02-16,1.4,Alta,Terça,15.36,325439
POMO4,2021-02-17,2.36,Alta,Quarta,15.72,128936
POMO4,2021-02-18,0.84,Sem Gap,Quinta,15.85,174303
POMO4,2021-02-19,-1.11,Baixa,Sexta,15.67,200194
POMO4,2021-02-20,-0.07,Sem Gap,Segunda,15.66,644771
POMO4,2021-02-21,-3.16,Baixa,Segunda,15.17,351825
POMO4,2021-02-22,0.27,Sem Gap,Segunda,15.21,975547
POMO4,2021-02-23,0.96,Sem Gap,Terça,15.36,119632
POMO4,2021-02-24,-1.22,Baixa,Quarta,15.17,481963
POMO4,2021-02-25,0.35,Sem Gap,Quinta,15.22,312542
POMO4,2021-02-26,1.83,Alta,Sexta,15.5,433245
POMO4,2021-02-27,0.64,Sem Gap,Segunda,15.6,151880
POMO4,2021-02-28,2.13,Alta,Segunda,15.93,321113
POMO4,2021-03-01,-0.79,Sem Gap,Segunda,15.8,495571
POMO4,2021-03-02,-1.34,Baixa,Terça,15.59,159974
POMO4,2021-03-03,0.85,Sem Gap,Quarta,15.73,252263
POMO4,2021-03-04,-1.23,Baixa,Quinta,15.53,324762
POMO4,2021-03-05,1.02,Alta,Sexta,15.69,745891
POMO4,2021-03-06,-4.77,Baixa,Segunda,14.94,423800
POMO4,2021-03-07,2.37,Alta,Segunda,15.3,224956
POMO4,2021-03-08,-1.14,Baixa,Segunda,15.12,875426
POMO4,2021-03-09,-0.49,Sem Gap,Terça,15.05,473705
POMO4,2021-03-10,0.68,Sem Gap,Quarta,15.15,585940
POMO4,2021-03-11,-1.48,Baixa,Quinta,14.93,733506
POMO4,2021-03-12,-1.23,Baixa,Sexta,14.74,749179
POMO4,2021-03-13,2.65,Alta,Segunda,15.13,181285
POMO4,2021-03-14,3.07,Alta,Segunda,15.6,358068
POMO4,2021-03-15,-0.78,Sem Gap,Segunda,15.48,221206
POMO4,2021-03-16,4.39,Alta,Terça,16.15,249984
POMO4,2021-03-17,-1.19,Baixa,Quarta,15.96,768643
POMO4,2021-03-18,-0.02,Sem Gap,Quinta,15.96,349306
POMO4,2021-03-19,-0.43,Sem Gap,Sexta,15.89,659135
POMO4,2021-03-20,1.53,Alta,Segunda,16.13,462630
POMO4,2021-03-21,1.96,Alta,Segunda,16.45,138079
POMO4,2021-03-22,-3.06,Baixa,Segunda,15.95,532220
POMO4,2021-03-23,-0.38,Sem Gap,Terça,15.88,236956
POMO4,2021-03-24,-0.43,Sem Gap,Quarta,15.82,947180
POMO4,2021-03-25,0.6,Sem Gap,Quinta,15.91,138075
POMO4,2021-03-26,-3.8,Baixa,Sexta,15.31,125889
POMO4,2021-03-27,0.81,Sem Gap,Segunda,15.43,401437
POMO4,2021-03-28,-1.19,Baixa,Segunda,15.25,805923
POMO4,2021-03-29,1.61,Alta,Segunda,15.49,188195
POMO4,2021-03-30,3.18,Alta,Terça,15.99,335662
POMO4,2021-03-31,0.87,Sem Gap,Quarta,16.12,152167
POMO4,2021-04-01,-0.23,Sem Gap,Quinta,16.09,875738
POMO4,2021-04-02,-2.05,Baixa,Sexta,15.76,407018
POMO4,2021-04-03,-4.91,Baixa,Segunda,14.98,515917
POMO4,2021-04-04,-0.71,Sem Gap,Segunda,14.88,225427
POMO4,2021-04-05,-0.35,Sem Gap,Segunda,14.83,699473
POMO4,2021-04-06,0.13,Sem Gap,Terça,14.85,414788
POMO4,2021-04-07,-3.21,Baixa,Quarta,14.37,962149
POMO4,2021-04-08,0.4,Sem Gap,Quinta,14.43,427479
POMO4,2021-04-09,1.75,Alta,Sexta,14.68,380431
POMO4,2021-04-10,0.32,Sem Gap,Segunda,14.73,663913
POMO4,2021-04-11,2.74,Alta,Segunda,15.13,594117
POMO4,2021-04-12,-1.01,Baixa,Segunda,14.98,301677
POMO4,2021-04-13,2.04,Alta,Terça,15.28,410996
POMO4,2021-04-14,-0.08,Sem Gap,Quarta,15.27,372871
POMO4,2021-04-15,-0.97,Sem Gap,Quinta,15.12,594171
POMO4,2021-04-16,-0.81,Sem Gap,Sexta,15.0,950614
POMO4,2021-04-17,4.4,Alta,Segunda,15.66,479966
POMO4,2021-04-18,-2.0,Baixa,Segunda,15.35,116312
POMO4,2021-04-19,0.01,Sem Gap,Segunda,15.35,925628
POMO4,2021-04-20,-2.18,Baixa,Terça,15.01,718487
POMO4,2021-04-21,0.34,Sem Gap,Quarta,15.06,845827
POMO4,2021-04-22,-2.57,Baixa,Quinta,14.68,520510
POMO4,2021-04-23,0.8,Sem Gap,Sexta,14.8,630873
POMO4,2021-04-24,-1.81,Baixa,Segunda,14.53,755877
POMO4,2021-04-25,1.21,Alta,Segunda,14.7,609535
POMO4,2021-04-26,-2.95,Baixa,Segunda,14.27,809160
POMO4,2021-04-27,0.01,Sem Gap,Terça,14.27,511275
POMO4,2021-04-28,1.57,Alta,Quarta,14.5,562349
POMO4,2021-04-29,-3.57,Baixa,Quinta,13.98,447062
POMO4,2021-04-30,4.92,Alta,Sexta,14.67,438960
POMO4,2021-05-01,3.88,Alta,Segunda,15.24,275593
POMO4,2021-05-02,1.49,Alta,Segunda,15.46,861265
POMO4,2021-05-03,-3.3,Baixa,Segunda,14.95,463121
POMO4,2021-05-04,0.62,Sem Gap,Terça,15.04,652332
POMO4,2021-05-05,-2.46,Baixa,Quarta,14.67,151564
POMO4,2021-05-06,-0.8,Sem Gap,Quinta,14.56,542319
POMO4,2021-05-07,0.64,Sem Gap,Sexta,14.65,638088
POMO4,2021-05-08,1.94,Alta,Segunda,14.93,515377
POMO4,2021-05-09,1.72,Alta,Segunda,15.19,118400
POMO4,2021-05-10,1.01,Alta,Segunda,15.34,213924
POMO4,2021-05-11,-0.82,Sem Gap,Terça,15.22,437380
POMO4,2021-05-12,-1.8,Baixa,Quarta,14.94,932308
POMO4,2021-05-13,0.06,Sem Gap,Quinta,14.95,724273
POMO4,2021-05-14,-3.13,Baixa,Sexta,14.48,306103
POMO4,2021-05-15,0.52,Sem Gap,Segunda,14.56,245183
POMO4,2021-05-16,-1.73,Baixa,Segunda,14.31,842977
POMO4,2021-05-17,-0.23,Sem Gap,Segunda,14.27,528005
POMO4,2021-05-18,0.78,Sem Gap,Terça,14.39,593317
POMO4,2021-05-19,0.24,Sem Gap,Quarta,14.42,579427
POMO4,2021-05-20,0.07,Sem Gap,Quinta,14.43,784885
POMO4,2021-05-21,2.63,Alta,Sexta,14.81,468453
POMO4,2021-05-22,3.36,Alta,Segunda,15.31,492196
POMO4,2021-05-23,0.88,Sem Gap,Segunda,15.44,467435
POMO4,2021-05-24,-1.87,Baixa,Segunda,15.15,789919
POMO4,2021-05-25,-0.87,Sem Gap,Terça,15.02,900423
POMO4,2021-05-26,-2.15,Baixa,Quarta,14.7,311652
POMO4,2021-05-27,-0.32,Sem Gap,Quinta,14.65,233707
POMO4,2021-05-28,1.21,Alta,Sexta,14.83,269288
POMO4,2021-05-29,-0.06,Sem Gap,Segunda,14.82,373053
POMO4,2021-05-30,-2.44,Baixa,Segunda,14.46,776829
POMO4,2021-05-31,3.47,Alta,Segunda,14.96,195318
POMO4,2021-06-01,3.93,Alta,Terça,15.55,402346
POMO4,2021-06-02,-2.89,Baixa,Quarta,15.1,934297
POMO4,2021-06-03,1.57,Alta,Quinta,15.34,363847
POMO4,2021-06-04,0.29,Sem Gap,Sexta,15.38,426468
POMO4,2021-06-05,-3.72,Baixa,Segunda,14.81,562431
POMO4,2021-06-06,1.27,Alta,Segunda,15.0,216796
POMO4,2021-06-07,2.28,Alta,Segunda,15.34,283202
POMO4,2021-06-08,0.22,Sem Gap,Terça,15.37,392106
POMO4,2021-06-09,-0.34,Sem Gap,Quarta,15.32,833928
POMO4,2021-06-10,3.05,Alta,Quinta,15.79,394090
POMO4,2021-06-11,0.01,Sem Gap,Sexta,15.79,579562
POMO4,2021-06-12,2.11,Alta,Segunda,16.12,378588
POMO4,2021-06-13,2.13,Alta,Segunda,16.47,787479
POMO4,2021-06-14,-0.29,Sem Gap,Segunda,16.42,560953
POMO4,2021-06-15,1.72,Alta,Terça,16.7,978068
POMO4,2021-06-16,1.17,Alta,Quarta,16.9,790416
POMO4,2021-06-17,4.46,Alta,Quinta,17.65,701384
POMO4,2021-06-18,-0.75,Sem Gap,Sexta,17.52,553717
POMO4,2021-06-19,-0.36,Sem Gap,Segunda,17.45,849828
POMO4,2021-06-20,2.18,Alta,Segunda,17.83,235392
POMO4,2021-06-21,-0.98,Sem Gap,Segunda,17.66,261847
POMO4,2021-06-22,-2.09,Baixa,Terça,17.29,379678
POMO4,2021-06-23,-2.75,Baixa,Quarta,16.82,838321
POMO4,2021-06-24,-2.01,Baixa,Quinta,16.48,551674
POMO4,2021-06-25,-0.25,Sem Gap,Sexta,16.44,275700
POMO4,2021-06-26,-1.71,Baixa,Segunda,16.16,519920
POMO4,2021-06-27,-3.27,Baixa,Segunda,15.63,668721
POMO4,2021-06-28,0.46,Sem Gap,Segunda,15.7,924833
POMO4,2021-06-29,1.34,Alta,Terça,15.91,378443
POMO4,2021-06-30,-0.4,Sem Gap,Quarta,15.85,731310
POMO4,2021-07-01,-0.12,Sem Gap,Quinta,15.83,758689
POMO4,2021-07-02,-1.16,Baixa,Sexta,15.65,735226
POMO4,2021-07-03,0.53,Sem Gap,Segunda,15.73,356487
POMO4,2021-07-04,-2.27,Baixa,Segunda,15.37,770061
POMO4,2021-07-05,3.22,Alta,Segunda,15.87,470075
POMO4,2021-07-06,-0.01,Sem Gap,Terça,15.87,437616
POMO4,2021-07-07,1.13,Alta,Quarta,16.04,745327
POMO4,2021-07-08,2.51,Alta,Quinta,16.45,891657
POMO4,2021-07-09,1.59,Alta,Sexta,16.71,238585
POMO4,2021-07-10,-1.03,Baixa,Segunda,16.54,807738
POMO4,2021-07-11,-1.11,Baixa,Segunda,16.35,317963
POMO4,2021-07-12,-1.87,Baixa,Segunda,16.05,588957
POMO4,2021-07-13,-0.53,Sem Gap,Terça,15.96,920634
POMO4,2021-07-14,2.23,Alta,Quarta,16.32,290565
POMO4,2021-07-15,-3.45,Baixa,Quinta,15.76,888261
POMO4,2021-07-16,-1.6,Baixa,Sexta,15.51,755277
POMO4,2021-07-17,0.32,Sem Gap,Segunda,15.55,163865
POMO4,2021-07-18,0.17,Sem Gap,Segunda,15.58,821350
POMO4,2021-07-19,-0.96,Sem Gap,Segunda,15.43,366440
POMO4,2021-07-20,2.22,Alta,Terça,15.77,481754
POMO4,2021-07-21,-0.74,Sem Gap,Quarta,15.66,441768
POMO4,2021-07-22,-2.27,Baixa,Quinta,15.3,701014
POMO4,2021-07-23,-2.86,Baixa,Sexta,14.86,419297
POMO4,2021-07-24,-1.32,Baixa,Segunda,14.67,511670
POMO4,2021-07-25,-1.98,Baixa,Segunda,14.38,812815
POMO4,2021-07-26,-1.88,Baixa,Segunda,14.11,897265
POMO4,2021-07-27,2.16,Alta,Terça,14.41,180835
POMO4,2021-07-28,-1.04,Baixa,Quarta,14.26,976262
POMO4,2021-07-29,0.64,Sem Gap,Quinta,14.35,764793
POMO4,2021-07-30,0.88,Sem Gap,Sexta,14.48,655823
POMO4,2021-07-31,-4.92,Baixa,Segunda,13.76,708247
POMO4,2021-08-01,-0.4,Sem Gap,Segunda,13.71,951583
POMO4,2021-08-02,-1.33,Baixa,Segunda,13.53,692492
POMO4,2021-08-03,-2.25,Baixa,Terça,13.22,967978
POMO4,2021-08-04,-1.8,Baixa,Quarta,12.99,448991
POMO4,2021-08-05,0.57,Sem Gap,Quinta,13.06,352987
POMO4,2021-08-06,1.21,Alta,Sexta,13.22,471981
POMO4,2021-08-07,0.71,Sem Gap,Segunda,13.31,918806
POMO4,2021-08-08,0.61,Sem Gap,Segunda,13.39,526508
POMO4,2021-08-09,1.53,Alta,Segunda,13.6,473212
POMO4,2021-08-10,-1.69,Baixa,Terça,13.37,691301
POMO4,2021-08-11,1.53,Alta,Quarta,13.57,914124
POMO4,2021-08-12,0.23,Sem Gap,Quinta,13.6,462637
POMO4,2021-08-13,-0.93,Sem Gap,Sexta,13.48,644584
POMO4,2021-08-14,-1.67,Baixa,Segunda,13.25,556434
POMO4,2021-08-15,2.51,Alta,Segunda,13.59,466345
POMO4,2021-08-16,-1.68,Baixa,Segunda,13.36,429839
POMO4,2021-08-17,-2.77,Baixa,Terça,12.99,339871
POMO4,2021-08-18,-1.31,Baixa,Quarta,12.82,251007
POMO4,2021-08-19,0.03,Sem Gap,Quinta,12.82,240338
POMO4,2021-08-20,-0.73,Sem Gap,Sexta,12.73,711699
POMO4,2021-08-21,1.41,Alta,Segunda,12.91,802686
POMO4,2021-08-22,0.24,Sem Gap,Segunda,12.94,194503
POMO4,2021-08-23,1.9,Alta,Segunda,13.18,464077
POMO4,2021-08-24,3.52,Alta,Terça,13.65,163787
POMO4,2021-08-25,-1.66,Baixa,Quarta,13.42,324954
POMO4,2021-08-26,-2.31,Baixa,Quinta,13.11,358880
POMO4,2021-08-27,1.97,Alta,Sexta,13.37,481174
POMO4,2021-08-28,2.41,Alta,Segunda,13.69,158153
POMO4,2021-08-29,2.57,Alta,Segunda,14.05,776729
POMO4,2021-08-30,1.23,Alta,Segunda,14.22,752666
POMO4,2021-08-31,-2.76,Baixa,Terça,13.83,141140
POMO4,2021-09-01,-0.08,Sem Gap,Quarta,13.81,973094
POMO4,2021-09-02,0.23,Sem Gap,Quinta,13.85,457124
POMO4,2021-09-03,2.46,Alta,Sexta,14.19,543557
POMO4,2021-09-04,1.8,Alta,Segunda,14.44,345706
POMO4,2021-09-05,0.87,Sem Gap,Segunda,14.57,471014
POMO4,2021-09-06,2.99,Alta,Segunda,15.0,805147
POMO4,2021-09-07,-1.7,Baixa,Terça,14.75,822783
POMO4,2021-09-08,-2.07,Baixa,Quarta,14.44,152462
POMO4,2021-09-09,-1.1,Baixa,Quinta,14.28,960685
POMO4,2021-09-10,2.84,Alta,Sexta,14.69,937273
POMO4,2021-09-11,-2.04,Baixa,Segunda,14.39,614132
POMO4,2021-09-12,1.73,Alta,Segunda,14.64,210572
POMO4,2021-09-13,1.31,Alta,Segunda,14.83,993526
POMO4,2021-09-14,0.15,Sem Gap,Terça,14.85,619741
POMO4,2021-09-15,-0.2,Sem Gap,Quarta,14.82,310430
POMO4,2021-09-16,0.59,Sem Gap,Quinta,14.91,342486
POMO4,2021-09-17,-3.43,Baixa,Sexta,14.4,250204
POMO4,2021-09-18,-1.25,Baixa,Segunda,14.22,333131
POMO4,2021-09-19,-1.54,Baixa,Segunda,14.0,577591
POMO4,2021-09-20,-3.39,Baixa,Segunda,13.53,374310
POMO4,2021-09-21,-2.73,Baixa,Terça,13.16,682874
POMO4,2021-09-22,0.51,Sem Gap,Quarta,13.22,901017
POMO4,2021-09-23,1.85,Alta,Quinta,13.47,228887
POMO4,2021-09-24,-0.05,Sem Gap,Sexta,13.46,549504
POMO4,2021-09-25,-2.29,Baixa,Segunda,13.15,723842
POMO4,2021-09-26,-0.76,Sem Gap,Segunda,13.05,378742
POMO4,2021-09-27,0.53,Sem Gap,Segunda,13.12,338450
POMO4,2021-09-28,-2.45,Baixa,Terça,12.8,634328
POMO4,2021-09-29,3.2,Alta,Quarta,13.21,620201
POMO4,2021-09-30,1.4,Alta,Quinta,13.4,828366
POMO4,2021-10-01,0.34,Sem Gap,Sexta,13.44,860048
POMO4,2021-10-02,-1.39,Baixa,Segunda,13.26,510802
POMO4,2021-10-03,0.76,Sem Gap,Segunda,13.36,872118
POMO4,2021-10-04,2.31,Alta,Segunda,13.66,121079
POMO4,2021-10-05,-0.34,Sem Gap,Terça,13.62,185270
POMO4,2021-10-06,1.3,Alta,Quarta,13.79,925402
POMO4,2021-10-07,-3.07,Baixa,Quinta,13.37,295444
POMO4,2021-10-08,0.81,Sem Gap,Sexta,13.48,300015
POMO4,2021-10-09,0.05,Sem Gap,Segunda,13.48,481297
POMO4,2021-10-10,0.57,Sem Gap,Segunda,13.56,687961
POMO4,2021-10-11,-2.71,Baixa,Segunda,13.19,633600
POMO4,2021-10-12,0.08,Sem Gap,Terça,13.21,677378
POMO4,2021-10-13,-0.65,Sem Gap,Quarta,13.12,292401
POMO4,2021-10-14,-2.13,Baixa,Quinta,12.84,524561
POMO4,2021-10-15,-6.95,Baixa,Sexta,11.95,479483
POMO4,2021-10-16,-0.29,Sem Gap,Segunda,11.91,580732
POMO4,2021-10-17,0.91,Sem Gap,Segunda,12.02,666526
POMO4,2021-10-18,-1.82,Baixa,Segunda,11.8,153738
POMO4,2021-10-19,3.23,Alta,Terça,12.19,435813
POMO4,2021-10-20,0.35,Sem Gap,Quarta,12.23,765322
POMO4,2021-10-21,0.21,Sem Gap,Quinta,12.25,543079
POMO4,2021-10-22,-1.64,Baixa,Sexta,12.05,396078
